Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
Central African Republic,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2000 Primary domestic currency: CFA franc Data last updated: 09/2019,44.138,50.609,57.311,65.654,67.364,74.408,76.202,70.878,68.09,68.529,68.39,66.442,65.939,64.021,79.738,95.048,98.587,100.162,98.288,96.897,100,103.843,106.229,110.853,108.366,111.493,118.956,120.069,131.19,135.811,137.835,139.482,147.675,157.352,175.604,183.506,191.947,200.51,203.743,209.925,215.293,220.707,226.246,231.933,237.843,2018
Central African Republic,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",13.3,14.66,13.243,14.558,2.604,10.457,2.411,-6.986,-3.934,0.645,-0.203,-2.848,-0.757,-2.909,24.55,19.2,3.723,1.597,-1.871,-1.415,3.202,3.843,2.298,4.353,-2.244,2.885,6.694,0.935,9.262,3.522,1.491,1.195,5.874,6.552,11.6,4.5,4.6,4.461,1.612,3.034,2.557,2.515,2.51,2.514,2.548,2018
Central African Republic,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2000 Primary domestic currency: CFA franc Data last updated: 09/2019,42.984,49.285,55.812,63.938,65.603,72.463,74.21,69.025,66.31,66.738,66.032,65.528,65.528,62.403,90.328,94.864,99.236,99.592,96.62,92.55,100,102.539,111.855,110.433,110.098,112.524,120.531,120.279,137.749,136.152,139.231,145.275,153.884,162.895,178.648,187.29,190.253,203.896,213.285,219.683,225.175,230.804,236.573,242.487,248.55,2018
Central African Republic,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,14.66,13.243,14.558,2.604,10.457,2.411,-6.986,-3.934,0.645,-1.057,-0.763,0,-4.769,44.75,5.022,4.608,0.358,-2.984,-4.212,8.05,2.539,9.085,-1.271,-0.304,2.204,7.115,-0.209,14.525,-1.159,2.261,4.341,5.926,5.856,9.67,4.838,1.582,7.171,4.605,3,2.5,2.5,2.499,2.5,2.5,2018
Central African Republic,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2017 BOP Manual used: Balance of Payments Manual, fifth edition (BPM5) Primary domestic currency: CFA franc Data last updated: 09/2019",-0.043,-0.004,-0.043,-0.029,-0.033,-0.049,-0.087,-0.073,-0.035,-0.033,-0.089,-0.062,-0.072,-0.006,-0.024,-0.093,-0.033,-0.025,-0.063,-0.018,-0.013,-0.017,-0.016,-0.025,-0.022,-0.088,-0.044,-0.106,-0.197,-0.179,-0.202,-0.166,-0.14,-0.05,-0.253,-0.154,-0.097,-0.162,-0.181,-0.096,-0.122,-0.134,-0.152,-0.161,-0.173,2017
Central African Republic,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-6.028,-0.562,-5.929,-4.248,-4.989,-5.507,-7.472,-5.759,-2.522,-2.468,-5.67,-4.122,-4.786,-0.488,-2.757,-8.306,-3.336,-2.522,-6.089,-1.72,-1.457,-1.856,-1.66,-2.129,-1.706,-6.235,-2.872,-6.025,-9.71,-8.714,-9.418,-6.819,-5.585,-2.935,-13.335,-9.109,-5.342,-7.823,-7.951,-4.125,-4.886,-4.929,-5.169,-5.045,-5.011,2017
Chad,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",86.675,134.143,135.566,140.006,158.533,144.612,126.961,117.581,122.388,116.829,112.237,100.955,94.284,87.929,129.63,140.984,154.463,157.588,166.352,151.566,156.094,173.819,174.377,171.296,183.074,218.5,233.13,234.81,250.092,224.666,235.841,250.443,249.045,234.553,232.049,211.352,206.89,201.391,201.125,202.769,204.621,206.447,208.186,207.551,209.33,2017
Chad,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2017 Harmonized prices: No Frequency of source data: Monthly Base year: 2014. 2014 Period Average = 100 Primary domestic currency: CFA franc Data last updated: 09/2019,28.946,31.299,33.311,35.934,43.229,45.421,39.492,38.413,44.137,41.974,42.184,43.956,42.286,37.687,53.242,56.097,62.454,65.934,68.742,62.935,65.341,73.463,77.277,75.923,72.277,75.492,82.77,76.612,82.995,91.38,89.452,91.267,98.127,98.346,100,104.814,103.117,102.192,106.317,109.453,112.788,116.174,119.603,123.203,128.431,2017
Chad,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",8.635,8.128,6.429,7.875,20.3,5.071,-13.054,-2.73,14.9,-4.9,0.5,4.2,-3.8,-10.874,41.272,5.364,11.331,5.572,4.259,-8.447,3.823,12.431,5.192,-1.753,-4.803,4.449,9.64,-7.44,8.333,10.103,-2.11,2.029,7.517,0.223,1.682,4.814,-1.619,-0.897,4.037,2.95,3.047,3.002,2.951,3.01,4.244,2017
Chad,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2017 Harmonized prices: No Frequency of source data: Monthly Base year: 2014. 2014 Period Average = 100 Primary domestic currency: CFA franc Data last updated: 09/2019,22.363,24.176,25.748,28.734,34.568,36.33,30.518,29.083,33.417,31.812,32.898,33.589,31.305,41.134,47.424,52.166,57.644,58.001,60.031,62.012,70.102,70.595,79.459,70.032,76.488,70.316,75.91,77.169,84.621,88.631,86.72,96.025,98.007,98.886,102.55,104.8,99.6,102.7,107.2,116.978,109.504,122.152,118.096,128.005,119.841,2017
Chad,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,8.11,6.5,11.6,20.3,5.1,-16,-4.7,14.9,-4.802,3.413,2.1,-6.8,31.4,15.29,10,10.5,0.62,3.5,3.3,13.046,0.702,12.556,-11.864,9.219,-8.07,7.956,1.658,9.658,4.738,-2.156,10.73,2.064,0.897,3.705,2.194,-4.962,3.112,4.382,9.121,-6.39,11.55,-3.32,8.391,-6.378,2017
Chad,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2015 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: CFA franc Data last updated: 09/2019",0.012,0.023,0.019,0.038,0.009,-0.087,-0.059,-0.026,0.026,-0.051,-0.046,-0.066,-0.086,-0.117,-0.038,-0.17,-0.196,-0.195,-0.154,-0.169,-0.214,-0.576,-1.898,-1.359,-0.758,0.07,0.341,0.708,0.37,-0.765,-0.911,-0.708,-0.968,-1.188,-1.25,-1.492,-1.036,-0.663,-0.374,-0.701,-0.724,-0.823,-0.951,-0.921,-0.964,2015
Chad,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",1.667,2.684,2.195,4.497,0.997,-8.873,-4.904,-1.86,1.59,-3.384,-2.498,-3.624,-4.544,-7.077,-2.827,-10.413,-10.802,-11.129,-7.788,-9.744,-13.594,-29.759,-84.105,-43.796,-15.146,1.041,4.579,8.15,3.552,-8.209,-8.516,-5.814,-7.803,-9.146,-8.93,-13.625,-10.157,-6.578,-3.384,-6.361,-6.068,-6.329,-6.695,-6.094,-5.927,2015
Comoros,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",150.148,146.365,152.069,159.756,163.601,161.063,160.383,161.497,158.172,160.74,150.537,160.412,149.371,149.204,164.645,171.25,173.109,171.903,172.305,176.407,183.533,192.886,197.139,203.088,198.626,191.839,197.286,201.798,204.172,204.626,205.657,207.584,212.375,212.371,210.253,211.824,212.923,209.208,207.693,210.261,208.599,208.517,208.285,208.064,207.879,2016
Comoros,"Inflation, average consumer prices",Index,,Source: National Statistics Office. Planning Commissariat Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2000 Primary domestic currency: Comorian franc Data last updated: 09/2019,49.061,52.25,60.197,65.742,69.722,75.566,67.036,69.248,69.449,72.532,67.172,68.314,67.357,68.705,86.087,88.799,90.93,92.294,93.401,94.429,100,105.571,109.348,113.409,118.508,122.071,126.209,131.87,138.221,144.84,150.487,153.846,162.937,163.614,163.601,165.141,166.466,166.618,169.533,174.958,177.32,181.044,184.574,188.173,191.843,2018
Comoros,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",13.329,6.5,15.211,9.21,6.055,8.382,-11.289,3.3,0.29,4.44,-7.39,1.7,-1.4,2,25.3,3.15,2.4,1.5,1.2,1.1,5.9,5.571,3.578,3.713,4.496,3.007,3.389,4.486,4.816,4.789,3.899,2.231,5.91,0.416,-0.008,0.941,0.802,0.092,1.749,3.2,1.35,2.1,1.95,1.95,1.95,2018
Comoros,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office. Planning Commissariat Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2000 Primary domestic currency: Comorian franc Data last updated: 09/2019,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,101.138,94.026,94.026,95.448,99.502,98.222,101.511,111.048,110.009,115.109,118.886,127.441,129.647,132.499,142.304,145.402,155.123,162.655,164.256,167.809,166.237,170.705,168.287,170.677,172.259,180.488,181.501,184.141,187.583,191.161,194.813,2018
Comoros,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-7.032,0,1.513,4.247,-1.287,3.348,9.395,-0.935,4.635,3.281,7.196,1.731,2.2,7.4,2.177,6.686,4.855,0.984,2.163,-0.937,2.688,-1.417,1.42,0.927,4.778,0.561,1.455,1.869,1.908,1.91,2018
Comoros,Current account balance,U.S. dollars,Billions,"Source: Central Bank and IMF Staff Latest actual data: 2018 BOP Manual used: Balance of Payments Manual, fifth edition (BPM5) Primary domestic currency: Comorian franc Data last updated: 09/2019",-0.009,-0.008,-0.011,-0.011,-0.033,-0.014,-0.016,-0.021,-0.007,0.005,-0.011,-0.01,-0.014,0.01,-0.008,-0.019,-0.024,-0.023,-0.025,-0.011,--,0.007,0.002,-0.005,-0.015,-0.025,-0.022,-0.023,-0.055,-0.037,-0.002,-0.037,-0.033,-0.045,-0.044,-0.003,-0.044,-0.023,-0.045,-0.094,-0.093,-0.083,-0.067,-0.065,-0.071,2018
Comoros,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-3.686,-3.856,-5.459,-5.674,-17.423,-7.47,-6.104,-6.844,-1.942,1.648,-2.691,-2.561,-3.253,2.24,-2.437,-4.833,-6.175,-6.225,-6.86,-2.91,-0.139,1.848,0.387,-0.926,-2.438,-3.795,-3.248,-2.897,-6.059,-4.09,-0.255,-3.613,-3.246,-4.07,-3.783,-0.253,-4.288,-2.164,-3.818,-7.983,-7.438,-6.209,-4.716,-4.346,-4.447,2016
Democratic Republic of the Congo,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.013,0.068,0.499,1.435,1.89,10.05,61.34,103.877,134.694,149.98,155.347,195.653,215.211,252.065,297.858,392.143,468.199,521.87,542.464,547.885,543.274,531.461,548.892,770.777,976.995,994.793,"1,022.06","1,050.33","1,076.25","1,110.90","1,137.63",2018
Democratic Republic of the Congo,"Inflation, average consumer prices",Index,,Source: Central Bank Latest actual data: 2018 Notes: Data prior to 2001 cannot be confirmed by national sources at this time. Harmonized prices: Yes Frequency of source data: Monthly Base year: 2000 Primary domestic currency: Congo franc Data last updated: 08/2019,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.022,0.144,1.035,3.095,3.997,15.385,100,457.28,573.047,646.493,672.356,817.215,922.186,"1,075.93","1,269.23","1,854.36","2,289.48","2,631.75","2,654.29","2,677.54","2,710.74","2,730.75","2,816.85","3,824.91","4,944.31","5,216.24","5,477.05","5,750.91","6,038.45","6,340.37","6,657.39",2018
Democratic Republic of the Congo,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",40.039,34.884,37.069,76.73,52.63,23.46,46.73,90.37,82.749,104.065,81.295,"2,154.44","4,129.17","1,986.90","23,773.10",541.801,617,199,29.145,284.9,550,357.28,25.316,12.817,4.001,21.545,12.845,16.672,17.966,46.101,23.464,14.95,0.857,0.876,1.24,0.738,3.153,35.787,29.266,5.5,5,5,5,5,5,2018
Democratic Republic of the Congo,"Inflation, end of period consumer prices",Index,,Source: Central Bank Latest actual data: 2018 Notes: Data prior to 2001 cannot be confirmed by national sources at this time. Harmonized prices: Yes Frequency of source data: Monthly Base year: 2000 Primary domestic currency: Congo franc Data last updated: 08/2019,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.012,0.055,1,1.2,2.8,16.4,100,235.09,272.12,284.21,310.406,375.553,443.888,488.119,622.701,955.46,"1,049.46","1,140.28","1,171.85","1,184.44","1,196.63","1,206.38","1,341.93","2,076.09","2,226.14","2,348.58","2,466.01","2,589.31","2,718.78","2,854.72","2,997.45",2018
Democratic Republic of the Congo,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,52.174,40.714,-11.094,159.083,39.22,38.26,106.47,120.59,56.12,264.97,"4,227.98","2,729.79","4,583.08","9,796.90",370.272,"1,705.11",20,133.333,485.714,509.756,135.09,15.751,4.443,9.217,20.988,18.196,9.964,27.572,53.438,9.838,8.654,2.769,1.074,1.03,0.815,11.236,54.709,7.228,5.5,5,5,5,5,5,2018
Democratic Republic of the Congo,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2018 Notes: Data prior to 2001 cannot be confirmed by national sources at this time. BOP Manual used: Balance of Payments Manual, fifth edition (BPM5) Primary domestic currency: Congo franc Data last updated: 08/2019",-0.254,-0.527,-0.52,-0.289,0.036,-0.092,-0.444,-1.088,-0.585,-0.862,-0.715,-0.944,-0.757,-0.373,-0.278,0.015,-0.037,-0.2,-0.426,-0.113,0.086,0.241,0.418,0.181,-0.055,-0.389,0.048,0.527,-0.151,-1.123,-2.174,-1.281,-1.26,-1.632,-1.698,-1.459,-1.504,-1.211,-2.169,-1.688,-2.155,-2.381,-2.444,-2.669,-2.887,2018
Democratic Republic of the Congo,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-0.37,-0.883,-0.8,-0.551,0.102,-0.288,-1.238,-3.205,-1.489,-2.155,-1.726,-2.346,-2.085,-0.786,-1.079,0.061,-0.116,-0.695,-2.021,-0.588,0.45,3.331,4.794,2.004,-0.539,-3.22,0.332,3.149,-0.766,-6.005,-10.078,-4.956,-4.299,-4.994,-4.727,-3.847,-4.104,-3.22,-4.606,-3.445,-4.179,-4.401,-4.277,-4.399,-4.503,2018
Republic of Congo,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",140.381,131.774,127.772,126.61,125.852,125.66,126.901,127.599,106.598,95.713,91.515,87.21,83.929,81.059,108.533,109.914,127.358,131.415,106.272,135.512,194.9,164.159,158.792,149.269,169.787,199.779,229.821,200.462,238.175,212.099,266.008,289.299,272.974,258.104,238.304,166.973,155.245,174.371,209.142,206.344,196.689,186.222,177.054,171.791,168.939,2017
Republic of Congo,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2005. 12/1/2005 Primary domestic currency: CFA franc Data last updated: 09/2019,62.493,62.981,65.156,67.418,69.77,72.215,74.758,77.403,67.33,60.879,61.088,66.804,64.692,62.04,66.69,70.892,76.138,85.807,87.695,90.326,90.778,91.544,94.276,95.869,99.388,101.839,105.613,108.353,114.877,119.864,120.333,122.451,128.585,134.54,135.767,140.069,144.538,145.187,146.861,149.028,151.734,155.734,160.081,164.883,169.83,2018
Republic of Congo,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",7.296,0.782,3.454,3.471,3.488,3.505,3.521,3.537,-13.013,-9.582,0.343,9.358,-3.162,-4.1,7.497,6.3,7.4,12.7,2.2,3,0.5,0.844,2.985,1.69,3.67,2.466,3.706,2.595,6.02,4.341,0.391,1.761,5.009,4.631,0.912,3.168,3.191,0.449,1.153,1.476,1.815,2.637,2.791,3,3,2018
Republic of Congo,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2005. 12/1/2005 Primary domestic currency: CFA franc Data last updated: 09/2019,64.52,65.025,67.271,69.606,72.034,74.559,77.184,79.914,69.515,61.422,62.339,66.922,65.089,65.089,53.222,68.549,72.32,83.891,81.793,84.902,82.27,89.127,86.581,92.386,93.408,96.26,113.685,109.212,122.113,119.948,123.106,125.303,134.662,137.472,138.127,143.782,143.731,146.296,147.609,150.361,154.133,158.308,163.057,167.949,172.988,2018
Republic of Congo,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,0.782,3.454,3.471,3.488,3.505,3.521,3.537,-13.013,-11.643,1.493,7.353,-2.74,0,-18.232,28.8,5.5,16,-2.5,3.8,-3.1,8.335,-2.856,6.704,1.106,3.053,18.102,-3.935,11.813,-1.773,2.633,1.784,7.469,2.087,0.477,4.094,-0.036,1.785,0.897,1.864,2.509,2.709,3,3,3,2018
Republic of Congo,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2017 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: CFA franc Data last updated: 09/2019",-0.167,-0.461,-0.332,-0.401,0.21,-0.161,-0.601,-0.223,-0.445,-0.085,-0.251,-0.462,-0.317,-0.553,-0.793,-0.625,-0.651,-0.156,-0.241,-0.231,0.633,-0.037,0.192,0.529,0.673,0.404,1.12,-2.108,0.869,-1.37,0.902,2.062,2.415,1.934,0.187,-4.636,-4.945,-0.529,0.78,0.787,0.608,0.116,-0.231,-0.281,-0.241,2017
Republic of Congo,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-8,-26.976,-22.267,-29.614,16.886,-12.634,-34.405,-10.498,-19.739,-3.563,-8.976,-16.937,-10.793,-20.589,-44.841,-29.546,-25.619,-6.71,-12.342,-9.785,19.672,-1.319,6.364,15.091,14.466,6.625,14.469,-28.311,8.508,-14.625,7.331,13.92,17.677,13.791,1.324,-54.199,-63.51,-5.923,6.688,6.801,5.268,1.013,-2.061,-2.486,-2.076,2017
CÙte d'Ivoire,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",136.541,128.47,131.023,135.321,152.363,149.506,144.282,135.094,129.226,123.818,113.949,110.953,108.458,112.454,162.206,179.017,183.865,188.365,193.048,191.796,191.816,201.582,211.673,217.791,205.951,202.33,199.811,200.291,213.175,216.525,225.559,228.228,228.081,231.651,236.333,241.164,236.141,227.738,223.279,221.63,220.902,219.974,219.291,218.749,218.254,2016
CÙte d'Ivoire,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2017 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2000. The base year for core CPI is 2008. The Core CPI series cannot be rebased to 2000 because detailed CPI data is available only from January 2005. Primary domestic currency: CFA franc Data last updated: 09/2019,33.969,36.918,39.646,41.977,43.774,44.541,47.587,50.907,54.438,54.975,54.613,55.473,57.812,59.044,74.369,84.855,87.146,92.637,96.808,97.529,100,104.355,107.569,111.116,112.737,117.116,120.004,122.278,130,131.311,133.105,139.621,141.435,145.089,145.74,147.554,148.622,149.651,150.282,151.785,154.821,157.917,161.075,164.297,167.583,2017
CÙte d'Ivoire,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",8.81,8.682,7.389,5.879,4.281,1.753,6.837,6.978,6.935,0.986,-0.658,1.575,4.218,2.13,25.956,14.1,2.7,6.301,4.503,0.744,2.534,4.355,3.08,3.297,1.459,3.884,2.466,1.896,6.315,1.009,1.366,4.895,1.3,2.584,0.449,1.244,0.724,0.692,0.422,1,2,2,2,2,2,2017
CÙte d'Ivoire,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2017 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2000. The base year for core CPI is 2008. The Core CPI series cannot be rebased to 2000 because detailed CPI data is available only from January 2005. Primary domestic currency: CFA franc Data last updated: 09/2019,34.481,37.164,39.287,42.585,44.317,46.273,50.129,53.873,56.109,56.165,56.221,57.171,59.211,60.703,80.249,86.428,89.453,93.556,95.418,96.902,100.396,105.199,109.826,109.706,114.581,117.48,119.873,121.619,132.509,130.297,136.947,139.641,144.402,145.001,146.239,148.308,147.97,149.532,151.106,152.617,155.67,158.783,161.959,165.198,168.502,2017
CÙte d'Ivoire,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,7.78,5.714,8.393,4.068,4.414,8.333,7.469,4.149,0.1,0.1,1.69,3.568,2.52,32.2,7.7,3.5,4.587,1.989,1.555,3.606,4.783,4.399,-0.109,4.443,2.531,2.037,1.456,8.954,-1.669,5.104,1.967,3.409,0.415,0.854,1.415,-0.228,1.055,1.053,1,2,2,2,2,2,2017
CÙte d'Ivoire,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2017 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: CFA franc Data last updated: 09/2019",-1.826,-1.411,-1.016,-0.929,-0.073,0.068,-0.298,-0.968,-1.239,-0.966,-1.214,-1.074,-1.013,-0.892,-0.014,-0.492,-0.162,-0.155,-0.29,-0.12,-0.241,-0.061,0.768,0.294,0.241,0.04,0.479,-0.139,0.452,1.618,0.465,2.663,-0.321,-0.423,0.51,-0.201,-0.414,-1.047,-2.02,-1.688,-1.83,-2.021,-2.087,-2.022,-2.115,2017
CÙte d'Ivoire,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-18.193,-16.962,-13.61,-13.786,-1.084,0.991,-3.247,-9.599,-12.152,-9.905,-11.247,-10.236,-9.08,-8.073,-0.166,-4.477,-1.337,-1.32,-2.301,-0.966,-2.251,-0.547,6.222,1.922,1.455,0.232,2.691,-0.683,1.864,6.663,1.867,10.373,-1.197,-1.352,1.444,-0.608,-1.173,-2.744,-4.693,-3.799,-3.785,-3.806,-3.595,-3.215,-3.104,2016
Equatorial Guinea,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",73.565,76.913,101.716,122.108,148.07,219.278,208.667,206.722,207.621,190.206,193.85,194.607,163.033,155.774,189.699,185.803,200.711,172.751,115.93,158.109,133.048,121.218,116.907,152.713,163.855,201.652,224.535,225.302,264.851,208.096,256.931,294.572,303.06,294.64,285.601,225.582,209.237,231.392,255.465,243.659,239.848,239.641,242.271,244.624,247.002,2017
Equatorial Guinea,"Inflation, average consumer prices",Index,,"Source: Ministry of Economy and/or Planning. Ministry of Economy, Planning, and Public Investment Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2008 Primary domestic currency: CFA franc Data last updated: 09/2019",5.742,6.701,9.264,14.828,23.654,43.522,35.845,31.123,31.908,33.843,34.133,32.964,31.554,33.274,43.869,52.587,54.974,56.633,61.127,61.354,64.363,69.988,75.294,80.808,84.232,88.981,92.954,95.555,100,105.737,111.362,116.706,120.724,124.561,129.913,132.114,133.945,134.943,136.759,138.042,140.325,142.708,145.208,147.897,150.781,2018
Equatorial Guinea,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",--,16.7,38.256,60.058,59.518,83.999,-17.64,-13.174,2.524,6.064,0.858,-3.425,-4.279,5.452,31.841,19.872,4.541,3.017,7.936,0.372,4.903,8.739,7.582,7.324,4.237,5.637,4.465,2.798,4.652,5.737,5.32,4.799,3.442,3.179,4.296,1.695,1.385,0.746,1.346,0.938,1.653,1.698,1.752,1.851,1.95,2018
Equatorial Guinea,"Inflation, end of period consumer prices",Index,,"Source: Ministry of Economy and/or Planning. Ministry of Economy, Planning, and Public Investment Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2008 Primary domestic currency: CFA franc Data last updated: 09/2019",5.802,6.771,9.362,14.984,23.902,38.564,33.353,34.395,34.279,31.47,33.668,33.645,34.593,33.645,48.363,54.02,54.019,56.032,59.723,60.394,64.39,72.233,76.711,81.209,85.346,88.046,91.398,94.813,100,104.997,110.697,116.143,119.121,124.917,128.133,130.187,132.27,131.972,135.39,137.556,139.893,142.268,144.825,147.572,150.517,2018
Equatorial Guinea,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,16.7,38.256,60.058,59.518,61.34,-13.514,3.125,-0.337,-8.196,6.985,-0.069,2.82,-2.742,43.746,11.698,-0.003,3.727,6.587,1.124,6.616,12.181,6.2,5.863,5.095,3.163,3.807,3.737,5.47,4.997,5.429,4.919,2.564,4.866,2.575,1.603,1.6,-0.225,2.59,1.6,1.698,1.698,1.797,1.896,1.996,2018
Equatorial Guinea,Current account balance,U.S. dollars,Billions,"Source: Central Bank. Banque des Etats de l'Afrique Centrale (BEAC) Latest actual data: 2017 Notes: IMF staff estimate export data from hydrocarbon and timber production and price information. Imports are estimated from final expenditure growth. Other components are mostly estimated as well. BOP Manual used: Balance of Payments Manual, fifth edition (BPM5) Primary domestic currency: CFA franc Data last updated: 09/2019",n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.024,-0.017,-0.021,-0.019,-0.041,-0.011,0.003,--,-0.123,-0.344,-0.144,-0.398,-0.218,-0.352,-0.816,-1.112,-0.188,0.454,1.375,1.938,2.178,1.55,-1.462,-3.3,-1.21,-0.252,-0.526,-0.924,-2.166,-1.457,-0.708,-0.742,-0.72,-0.727,-0.618,-2.091,-0.687,-0.627,2017
Equatorial Guinea,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,-21.822,-13.845,-20.02,-14.257,-30.899,-6.607,1.759,-0.319,-73.215,-124.557,-27.304,-90.323,-29.499,-30.467,-48.795,-53.927,-4.992,7.624,16.805,19.213,16.66,7.85,-9.732,-20.244,-5.675,-1.125,-2.397,-4.251,-16.435,-12.974,-5.761,-5.401,-5.926,-6.245,-5.457,-18.845,-6.174,-5.588,2017
Eritrea,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.976,0.974,1.077,1.178,1.279,1.31,1.415,1.512,1.773,1.997,2.283,2.732,3.32,3.466,3.747,3.915,4.312,5.361,5.86,5.932,6.238,5.945,5.929,5.691,5.678,5.347,4.865,4.874,4.782,4.779,4.779,4.779,4.778,2018
